Re,St,Cd
1684.03,0.21,0.91
3129.16,0.23,0.72
99.46,0.15,1.22
3481.63,0.2,0.81
1318.48,0.23,0.88
736.55,0.23,0.91
2094.31,0.28,0.62
2349.49,0.22,0.81
3837.72,0.23,0.66
319.45,0.24,0.89
676.3,0.22,0.9
1471.09,0.21,1.13
3680.3,0.24,0.68
3512.14,0.23,0.69
984.24,0.16,1
189.55,0.14,1.15
1634.3,0.22,0.74
872.57,0.21,0.96
3062.26,0.24,0.73
524.06,0.22,0.96
377.41,0.15,1.07
811.7,0.2,0.96
153,0.18,1.03
2017.99,0.27,0.71
3679.87,0.22,0.74
292.24,0.16,1.1
983.31,0.21,0.82
739.69,0.22,0.88
131.42,0.17,1.18
1402.2,0.23,0.88
2399.46,0.19,0.87
3691.32,0.23,0.72
4822.07,0.3,0.59
2474.88,0.2,0.87
346.78,0.15,1.12
506.45,0.24,0.93
2928.06,0.21,0.83
104.05,0.18,1.18
1481.3,0.19,0.97
3592.6,0.23,0.65
815.81,0.23,0.79
1324.45,0.22,0.83
3344.29,0.19,0.99
978.11,0.19,0.87
247.27,0.19,1.04
950.77,0.24,0.72
268.42,0.19,1.14
257.29,0.17,1.05
2353.59,0.22,0.76
299.28,0.16,1.13
1144.31,0.18,0.91
669.33,0.19,0.94
844.88,0.22,0.9
655.29,0.19,1.08
1240.34,0.19,0.94
228.02,0.16,1.14
83.34,0.17,1.18
26.37,0.16,1.26
339.33,0.17,1.07
1061.01,0.23,0.83
211.57,0.14,1.22
894.67,0.17,0.64
2213.59,0.2,0.85
4574.38,0.28,0.58
2831.49,0.19,0.86
1367.1,0.26,0.75
4488.56,0.27,0.63
362.32,0.19,1.03
246.17,0.16,1.12
688.25,0.22,0.95
4810.08,0.24,0.79
57.47,0.14,1.31
137.17,0.19,1.08
48.55,0.16,1.24
4072.5,0.24,0.64
1087.77,0.23,0.96
251.74,0.14,1.2
4766.39,0.26,0.62
390.42,0.17,1.06
3319.82,0.22,0.78
3676.23,0.29,0.61
2439.39,0.22,0.76
630.57,0.21,0.8
113.89,0.14,1.26
246.91,0.2,1.03
2124.69,0.21,0.76
309.43,0.17,1.13
138.38,0.16,1.06
277.75,0.14,1.2
107.29,0.14,1.26
4569.39,0.26,0.65
300.69,0.19,1.07
2680.83,0.25,0.67
317.65,0.15,1.24
1324.24,0.22,0.84
990.78,0.17,1.06
272.12,0.21,1
305.55,0.16,1.14
48.12,0.18,1.15
3379.64,0.26,0.68
1666.25,0.23,0.68
168.09,0.16,1.09
95.05,0.19,1.19
1630.65,0.22,0.77
911.97,0.25,0.81
1137.11,0.21,0.91
831.76,0.18,1.02
436.5,0.22,0.88
4533.43,0.22,0.73
288.95,0.19,1
4354.35,0.26,0.6
137.48,0.18,1.2
649.81,0.18,0.99
1713.61,0.22,0.85
451.26,0.23,0.9
1431.36,0.23,0.96
151.85,0.19,1.13
336.36,0.19,1.08
147.65,0.18,1.14
1259.7,0.19,0.93
1100,0.25,0.74
3888.66,0.28,0.64
1063.15,0.21,0.88
210.49,0.19,1.1
292.92,0.22,0.94
3395.96,0.2,0.82
95.08,0.16,1.06
1133.38,0.17,0.87
364.65,0.19,1.04
3150.22,0.25,0.68
1072.01,0.24,0.79
1579.27,0.2,0.95
1451.5,0.2,0.92
73.52,0.18,1.21
1572.42,0.24,0.77
98.56,0.18,1.11
1807.79,0.23,0.79
3207.21,0.21,0.75
926.67,0.18,0.98
634.54,0.19,0.9
297.34,0.15,1.12
357.26,0.19,0.86
2887.58,0.2,0.74
44.03,0.17,1.18
332.45,0.17,1.11
234.29,0.16,1.04
4584.35,0.24,0.66
3201.31,0.24,0.61
1303.3,0.22,0.92
136.34,0.14,1.26
385.08,0.21,1
701.47,0.24,0.89
533.38,0.17,1.02
3113.85,0.25,0.65
4182.37,0.28,0.61
95.77,0.17,1.13
264.48,0.15,1.1
385.24,0.15,1.25
3589.29,0.22,0.74
3154.8,0.28,0.63
4230.57,0.27,0.58
964.49,0.22,0.76
4950.26,0.24,0.67
341.76,0.17,1.07
3316.52,0.25,0.69
1570.37,0.24,0.77
463.71,0.23,1.05
124.23,0.15,1.19
806.29,0.24,0.86
1120.91,0.21,0.82
818.7,0.23,0.86
4310.95,0.24,0.59
140.91,0.17,1.22
934.8,0.17,0.98
332.15,0.17,1.07
892.01,0.24,0.93
4492.4,0.26,0.63
351.42,0.15,1.14
876.12,0.17,0.98
1154.66,0.2,0.98
4263.15,0.27,0.53
4553.12,0.29,0.67
2878.38,0.2,0.87
107.48,0.13,1.2
1186.87,0.21,0.89
1987.51,0.2,0.82
2339.31,0.24,0.75
126.24,0.17,1.02
241.8,0.15,1.08
890.78,0.17,1
1560.04,0.2,0.85
1887.41,0.24,0.79
2036.23,0.26,0.65
2359.3,0.28,0.64
212.39,0.14,1.19
383.21,0.17,0.99
364.01,0.16,1.13
348.23,0.18,1.08
274.44,0.16,1.2
939.24,0.22,0.87
4863.67,0.25,0.64
1094.64,0.22,0.95
2123.84,0.23,0.68
1861.23,0.27,0.73
66.06,0.18,1.17
1333.18,0.23,0.85
1269.52,0.21,0.95
2990.9,0.26,0.64
96.91,0.18,1.13
4028.21,0.26,0.65
95.38,0.18,1.02
803.74,0.16,1.03
247.03,0.17,1.18
811.93,0.22,0.93
4268.58,0.24,0.67
673.88,0.19,0.97
53.75,0.13,1.3
1487.54,0.16,1.01
3245.74,0.24,0.72
3673.68,0.26,0.69
137.41,0.14,1.11
183.42,0.2,1.01
1736.81,0.19,0.91
231.18,0.18,1.08
210.11,0.16,1.06
1180.24,0.18,0.95
75.28,0.15,1.24
537.96,0.2,0.97
207.52,0.2,0.93
3304.6,0.23,0.69
104.4,0.19,1.1
1210.79,0.18,0.9
4949.55,0.25,0.66
4966.42,0.21,0.71
3562.49,0.24,0.71
350.46,0.18,1.11
112.49,0.13,1.21
93.97,0.15,1.2
223.88,0.18,1.09
1825.71,0.23,0.87
1436.03,0.21,0.86
4376.4,0.25,0.62
48.93,0.16,1.27
242.71,0.19,1.03
2744.39,0.22,0.77
100.7,0.17,1.38
112.79,0.18,0.9
276.37,0.19,1.06
2353.63,0.27,0.7
267.42,0.16,1.18
3061.09,0.27,0.72
277.27,0.17,1.13
1465.85,0.18,0.97
1271.02,0.27,0.79
522.87,0.2,1.05
3582.05,0.26,0.67
1315.89,0.21,0.93
3794.56,0.29,0.6
1903.65,0.24,0.82
71.72,0.13,1.26
365.77,0.15,0.96
1067.01,0.23,0.86
835.7,0.2,0.87
367.4,0.22,0.94
143.95,0.19,1.08
495.08,0.23,0.9
163.21,0.14,1.09
1194.72,0.2,0.86
249.51,0.21,0.99
3964.77,0.28,0.57
2758.64,0.25,0.7
903.89,0.21,0.85
225.18,0.18,1
1178.65,0.22,0.88
323.79,0.18,1.05
1498.84,0.19,0.96
679.41,0.23,0.9
58.17,0.13,1.32
1640.62,0.25,0.74
117.17,0.15,1.27
699.02,0.18,0.94
2522.61,0.24,0.82
3050.92,0.23,0.77
1073.29,0.21,0.85
384.44,0.16,1.1
2696.65,0.23,0.79
99.16,0.18,1.17
34.33,0.14,1.3
1404.87,0.22,0.92
1110.87,0.22,0.87
1361.53,0.18,0.9
128.24,0.2,1.08
1588.62,0.23,0.73
2060.85,0.21,0.78
64.12,0.17,1.23
318.7,0.16,1.13
277.63,0.17,1.11
29.08,0.18,1.21
778.97,0.23,0.9
89.46,0.18,1.07
242.36,0.24,0.95
3556.23,0.25,0.75
2076.91,0.27,0.67
996.74,0.16,1
360.17,0.17,1.12
1074.67,0.2,0.89
1133.93,0.23,0.85
164.66,0.16,1.18
281.01,0.18,1.09
539.52,0.17,0.97
146.69,0.21,0.98
1103.94,0.22,0.83
349.51,0.18,1.19
3597.56,0.27,0.62
1185.06,0.2,0.91
2878.81,0.23,0.81
92.07,0.13,1.29
205.96,0.21,1
805.43,0.23,0.88
3205.69,0.24,0.78
64,0.18,1.23
386.57,0.15,1.27
325.87,0.2,0.86
212.19,0.22,0.99
941.08,0.22,0.91
1146.02,0.24,0.78
965.67,0.21,0.92
2648.91,0.19,1
2676.88,0.25,0.66
2608.06,0.24,0.81
740.92,0.16,0.94
2953.39,0.25,0.88
96.28,0.15,1.29
2531.24,0.23,0.71
2573.36,0.23,0.69
289.07,0.18,1.03
267.09,0.17,1.01
1405.06,0.21,0.8
82.04,0.18,1.15
695.59,0.2,0.96
1706.23,0.25,0.86
4051.8,0.26,0.59
1260.56,0.18,0.93
1238.43,0.23,0.82
149.41,0.15,1.14
211.83,0.17,1.02
35.05,0.14,1.34
75.35,0.13,1.35
581.57,0.18,0.97
1322.31,0.2,1.03
3413.31,0.26,0.66
817.49,0.22,0.98
4492.85,0.22,0.7
3307.44,0.28,0.64
4384.39,0.26,0.63
2449.05,0.29,0.62
2873.06,0.23,0.73
853.21,0.18,1
1195.82,0.27,0.82
4655.78,0.24,0.69
179.12,0.17,1.1
940.26,0.18,0.94
1231.68,0.18,0.96
329.92,0.22,1.01
2096.16,0.19,0.88
1290.11,0.2,0.92
708.66,0.19,0.97
236.89,0.15,1.13
679.35,0.23,0.93
4197.93,0.26,0.67
237.08,0.2,0.97
356.03,0.19,1.06
131.88,0.17,1.04
2175.57,0.23,0.77
1115.48,0.17,1.02
1200.24,0.16,1
71.71,0.13,1.28
2526.01,0.27,0.65
694.04,0.23,0.98
30.92,0.13,1.34
1269.2,0.17,1.09
36.81,0.16,1.17
2484.59,0.23,0.74
302.66,0.22,1
80.44,0.17,1.17
2018.83,0.23,0.79
117.43,0.17,1.12
2942.8,0.25,0.7
2263.7,0.23,0.76
1661.28,0.24,0.75
3400.63,0.26,0.67
357.44,0.16,1
982.28,0.22,0.85
3967.4,0.21,0.72
353.1,0.19,0.99
2507.05,0.24,0.68
957.64,0.16,1.07
287.62,0.14,1.18
30.6,0.17,1.23
50.9,0.17,1.22
123.66,0.16,1.35
213.34,0.2,1.07
1536.1,0.22,0.82
2362.6,0.22,0.82
700.87,0.23,0.87
1011.9,0.17,0.95
285.65,0.18,1.09
2335.5,0.23,0.82
42.18,0.14,1.28
1757.73,0.25,0.83
2679.24,0.28,0.67
3650.05,0.24,0.72
1358.86,0.16,0.91
2136.89,0.25,0.71
3105.38,0.28,0.62
1138.23,0.22,0.87
1298.72,0.26,0.73
1045.31,0.17,0.99
216.92,0.15,1.05
2667.52,0.24,0.74
678.12,0.18,1.06
31.03,0.18,1.22
92.34,0.14,1.25
1025.82,0.23,0.86
621.47,0.16,0.94
346.05,0.18,1.04
3342.9,0.25,0.75
4066.08,0.29,0.6
2236.14,0.21,0.91
4457.85,0.22,0.69
270.91,0.18,1.16
796.41,0.23,0.9
1495.75,0.25,0.63
2131.22,0.22,0.77
112.54,0.19,1.06
1672.02,0.21,0.81
4122.11,0.26,0.68
290.98,0.18,1.03
3005.39,0.19,0.79
4492.15,0.26,0.72
929.71,0.23,0.76
2026.3,0.26,0.8
461.22,0.19,1
460.03,0.2,0.95
630.6,0.23,0.93
170.63,0.18,1.04
414.66,0.2,1
2824.35,0.21,0.83
116.93,0.15,1.27
347.72,0.2,1.04
2803.34,0.27,0.68
3275.05,0.22,0.77
2467.54,0.19,0.86
180.44,0.2,0.92
385.01,0.17,1.06
4892.11,0.23,0.68
3084.05,0.26,0.68
117.45,0.17,1.16
4061.54,0.24,0.72
2560.82,0.28,0.65
117.61,0.18,1.13
4570.36,0.25,0.68
2050.9,0.19,0.86
359.27,0.2,1.08
144.63,0.16,1.14
361.64,0.16,1.15
1268.56,0.17,1.04
1049.12,0.18,1
1048.16,0.16,1.05
2959.42,0.22,0.78
4904.42,0.28,0.64
2128.68,0.21,1
376.1,0.2,0.99
2133.77,0.21,0.81
3646.56,0.28,0.64
864.1,0.18,0.83
3386.69,0.25,0.72
2984.57,0.22,0.7
100.86,0.18,1.12
4643.61,0.25,0.68
137.86,0.19,1.03
2996.13,0.23,0.73
3433.88,0.25,0.71
206.59,0.17,1.04
346.37,0.18,1
139.03,0.17,1.14
166.65,0.15,1.25
2999.17,0.28,0.64
100.17,0.13,1.22
778.79,0.22,0.91
4053.11,0.22,0.76
3548.63,0.24,0.63
975.66,0.18,0.9
735.54,0.2,0.85
240.41,0.16,1.05
153.13,0.19,1.1
1327.05,0.23,0.72
3381.94,0.21,0.75
3699.64,0.27,0.63
3230.03,0.21,0.73
94.11,0.14,1.26
4897.77,0.24,0.64
870.52,0.2,0.92
58.35,0.17,1.21
257.66,0.15,1.17
211.06,0.18,1.06
336.94,0.2,1.01
1233.29,0.21,0.8
1636.44,0.24,0.76
3363.83,0.27,0.64
923.02,0.23,0.88
3825.44,0.27,0.75
1204.62,0.18,0.99
493.55,0.18,0.89
3036.76,0.22,0.78
3013.64,0.22,0.68
23.05,0.12,1.46
2564.14,0.29,0.73
4019.84,0.23,0.69
868.81,0.19,0.94
1126.11,0.22,0.97
3764.15,0.28,0.66
3217.37,0.27,0.64
2296.49,0.24,0.77
401.55,0.18,1.08
1473.58,0.2,0.86
255.05,0.16,1.11
3780.39,0.28,0.63
31.41,0.14,1.29
1272.53,0.25,0.8
360.28,0.21,0.95
1468.62,0.21,0.76
4419.36,0.26,0.62
327.45,0.17,1.06
1279.22,0.17,0.91
3312.17,0.24,0.75
3285.58,0.25,0.69
2211.83,0.27,0.72
2052.35,0.22,0.85
664.95,0.18,1.06
46.11,0.11,1.42
82.26,0.17,1.15
108.47,0.16,1.24
339.07,0.14,1.15
256.73,0.15,1.13
3434.48,0.22,0.82
2799.87,0.21,0.71
597.44,0.23,0.88
3064.18,0.22,0.81
3122.23,0.23,0.72
636.94,0.23,0.88
1471.57,0.22,0.9
1119.03,0.17,0.95
1187.71,0.2,0.81
1722.27,0.23,0.78
4138.17,0.28,0.62
117.34,0.15,1.38
3075.71,0.24,0.69
4307.45,0.22,0.76
1167,0.19,0.91
141.03,0.16,1.18
2564.04,0.26,0.53
38.36,0.13,1.33
1549.38,0.25,0.76
364.08,0.13,1.21
123.8,0.16,1.23
1210.31,0.22,0.73
130.37,0.15,1.22
2817.94,0.26,0.59
2978.89,0.29,0.63
1372.89,0.26,0.88
4984,0.22,0.75
814.98,0.22,0.81
1157.24,0.2,0.81
1169.59,0.17,0.92
2579.69,0.26,0.7
859.22,0.21,0.99
705.8,0.22,0.91
1090.83,0.21,0.81
163.54,0.17,1.06
339.05,0.19,1.12
920.42,0.17,0.76
242.75,0.17,1.2
2175.84,0.25,0.67
176.46,0.16,1.13
1264.57,0.23,1.08
617.83,0.23,0.94
361.54,0.19,1.06
2898.93,0.24,0.65
668.94,0.22,0.88
4915.73,0.25,0.56
883.77,0.22,0.85
925.73,0.23,0.75
110.65,0.13,1.26
2804.32,0.2,0.86
385.5,0.15,1.11
184.8,0.17,1.14
78.15,0.18,1.15
1498.87,0.19,0.94
2780.26,0.26,0.71
62.68,0.14,1.21
1421.29,0.2,0.91
853.51,0.2,0.85
251.64,0.23,0.93
432.44,0.21,0.94
1993.88,0.23,0.77
1192.35,0.2,0.82
328.23,0.18,1.07
4260.36,0.26,0.61
146.01,0.15,1.16
1175.31,0.18,0.97
4781.93,0.27,0.62
3060.4,0.24,0.79
2895.16,0.25,0.8
1109.1,0.19,0.95
4708.63,0.22,0.72
86.42,0.14,1.35
343.45,0.16,1.15
357.2,0.15,1.15
3036.5,0.24,0.74
4553.14,0.28,0.63
314.07,0.15,1.14
1387.01,0.21,0.91
469.04,0.21,0.95
146.31,0.18,1.11
2994.87,0.23,0.71
678.4,0.24,0.92
1195.51,0.22,0.89
1570.93,0.26,0.75
240.2,0.18,1.07
97.17,0.16,1.26
962.95,0.2,0.71
3052.01,0.28,0.64
142.82,0.19,1.07
2437.63,0.23,0.79
86.73,0.17,1.15
2862.47,0.23,0.73
409.67,0.23,0.91
754.84,0.21,0.88
1071.32,0.17,1.06
1434.19,0.26,0.77
259.42,0.16,1.1
4527.61,0.23,0.68
4834.73,0.23,0.69
1059.27,0.19,1.03
920.94,0.23,0.89
4094.16,0.27,0.62
851.88,0.2,0.85
77.72,0.15,1.34
4580.32,0.26,0.66
140.95,0.12,1.25
273.67,0.19,1.02
286.69,0.2,1.06
246.63,0.24,1.1
3202.96,0.27,0.67
2606.42,0.23,0.78
4080.29,0.29,0.49
2085.22,0.21,0.86
273.1,0.17,1.08
37.57,0.14,1.21
4129.31,0.28,0.6
230.94,0.17,1.06
2035.84,0.22,0.71
3115.08,0.28,0.56
366.63,0.15,1.12
1031.96,0.22,0.87
3160.17,0.25,0.83
389.27,0.18,1.11
3005.86,0.2,0.74
177.57,0.19,1.08
2490.13,0.22,0.77
3249.1,0.23,0.67
2091.68,0.26,0.76
2101.9,0.22,0.73
2447.22,0.28,0.6
888.51,0.17,1.02
2593.38,0.28,0.62
3389.77,0.24,0.68
106.06,0.13,1.18
380.95,0.16,1.08
231.81,0.21,0.96
3292.46,0.22,0.74
22.68,0.12,1.37
817.06,0.24,0.97
52.31,0.15,1.28
2902.38,0.23,0.67
35.16,0.15,1.37
197.77,0.16,1.16
2867.62,0.25,0.69
2343.74,0.24,0.82
1011.12,0.22,0.92
2952.77,0.25,0.72
807.08,0.23,0.83
1102.36,0.18,0.93
366.44,0.16,1.16
1355.1,0.26,0.79
233.84,0.23,0.96
380.59,0.19,1.02
2735.25,0.23,0.75
47.09,0.16,1.27
916.38,0.23,0.84
386.08,0.16,1.5
4877.29,0.27,0.64
2690.73,0.23,0.78
1215.19,0.17,1.05
386.92,0.18,1.05
288.36,0.23,1.03
1372.64,0.2,0.9
816.32,0.22,0.79
1492.92,0.24,1
2337.46,0.25,0.71
797.57,0.23,0.85
4637.18,0.25,0.61
193.37,0.19,1.06
117.59,0.18,1.06
840.59,0.22,0.9
390.98,0.17,1.1
1338.87,0.22,0.96
3273.83,0.22,0.64
250.5,0.17,1.1
3234.8,0.26,0.71
214.11,0.15,1.14
942.31,0.23,0.85
2089.74,0.27,0.69
305.81,0.16,1.02
1271.67,0.23,0.86
3945.84,0.26,0.63
575.38,0.22,0.96
715.96,0.24,0.97
333.8,0.14,1.15
212.2,0.18,1.07
4908.91,0.28,0.51
133.84,0.19,1.08
24.86,0.17,1.29
4878.98,0.29,0.59
2230.02,0.24,0.75
327.09,0.17,1.08
4404.79,0.25,0.66
4130.54,0.28,0.66
173.56,0.17,1.16
2201.85,0.21,0.97
4018.24,0.28,0.59
1155.78,0.2,0.96
698.68,0.22,0.87
1330.43,0.18,1.02
326.21,0.18,1.01
3138.11,0.2,0.83
796.37,0.16,1.02
3847.22,0.28,0.59
1382.93,0.23,0.81
3136.15,0.2,0.96
39.45,0.18,1.17
2447.42,0.25,0.71
360.52,0.17,1.04
314.16,0.15,1.11
3053.2,0.27,0.7
299.07,0.22,0.96
1250.58,0.18,0.93
1340.16,0.19,0.94
28.86,0.16,1.31
2495.88,0.22,0.73
1029.23,0.2,1
74.82,0.12,1.38
3401.44,0.27,0.61
287.94,0.17,1.17
1073.75,0.19,0.97
740.64,0.23,0.92
2918.19,0.23,0.64
4414.67,0.27,0.61
167.47,0.2,1.03
727.41,0.19,0.98
887.02,0.22,0.89
1009.31,0.19,0.87
324.61,0.2,1.16
1475.61,0.2,0.92
275.25,0.18,1.08
2701.51,0.2,1.03
678.03,0.23,0.92
1960.32,0.24,0.84
1186.17,0.17,1.02
115.5,0.13,1.28
1270.29,0.21,0.78
2275.34,0.25,0.71
1161.04,0.18,0.94
1072.11,0.17,1
1009.55,0.24,1.05
4870.15,0.22,0.72
2480.27,0.23,0.71
377.99,0.23,0.9
3129.9,0.21,0.79
395.31,0.19,1.12
140.25,0.2,1.05
42.43,0.15,1.28
4724.04,0.26,0.63
3411.49,0.23,0.7
36.39,0.17,1.34
1225.09,0.26,0.69
45.72,0.13,1.32
2356.77,0.26,0.73
1346.5,0.17,0.95
236.83,0.19,1.04
112.4,0.16,1.16
478.82,0.24,0.85
774.85,0.2,0.97
394.03,0.23,0.92
339.38,0.18,1.05
364.76,0.18,1.06
1423.39,0.2,0.88
1367.46,0.18,0.95
167.37,0.14,1.13
1938.89,0.19,0.88
3232.41,0.21,0.77
2125.95,0.22,0.77
1232.39,0.2,0.98
4128.47,0.25,0.67
160.9,0.18,1.09
2945.09,0.22,0.66
1012.99,0.19,0.88
172.33,0.18,1.15
1491.41,0.16,1.01
322.27,0.23,0.89
468.48,0.19,0.92
3649.31,0.27,0.64
3009.82,0.24,0.7
108.94,0.12,1.29
666.96,0.21,0.9
1168.37,0.24,0.79
39.63,0.18,1.25
71.93,0.16,1.2
1107.98,0.24,0.87
336.93,0.17,1.11
31.33,0.17,1.26
1249.71,0.22,0.94
2559.37,0.2,0.83
88.66,0.15,1.21
3149.35,0.24,0.67
152.66,0.16,1.15
4822.5,0.28,0.56
3585.58,0.27,0.75
4629.52,0.22,0.66
324.71,0.17,1.02
794.97,0.23,1
937.45,0.26,0.87
1916.1,0.26,0.75
475.1,0.17,1.05
4887.55,0.24,0.69
461.53,0.18,1.01
4728.84,0.26,0.65
1491.41,0.26,0.75
339.91,0.15,1.11
2765.65,0.29,0.6
987.7,0.22,0.87
701.06,0.22,0.91
524.77,0.19,0.99
260.59,0.24,0.82
377.27,0.16,1.15
707,0.19,1.1
4478.69,0.28,0.6
239.93,0.14,1.14
2504.25,0.24,0.67
778.55,0.18,0.95
1205.74,0.19,0.86
3543.2,0.25,0.57
213.82,0.17,1.12
311.46,0.19,0.92
333.03,0.16,1.13
171.99,0.19,1.09
2742.61,0.25,0.68
1024.45,0.25,0.73
249.89,0.16,1.07
2464.64,0.24,0.77
546.63,0.21,0.93
334.16,0.19,0.95
1068.39,0.2,0.96
1949.02,0.23,0.81
2867.72,0.19,0.88
86.04,0.15,1.21
205.4,0.16,1.14
133.49,0.17,1.09
4446.8,0.23,0.83
1408.18,0.16,0.97
2930.05,0.22,0.83
118.56,0.16,1.16
544.97,0.22,0.91
77.74,0.12,1.28
2699.4,0.2,0.81
224.51,0.18,1.09
1690.4,0.25,0.73
2937.05,0.25,0.73
84.31,0.15,1.26
1027.29,0.22,0.8
49.47,0.15,1.31
73.35,0.17,1.2
31.07,0.14,1.22
2064.12,0.22,0.88
1183.52,0.2,0.92
1800.18,0.22,0.77
285.49,0.23,0.61
217.52,0.19,1.03
207.81,0.18,1.14
22.24,0.14,1.36
3846.26,0.28,0.6
718.29,0.23,0.87
158.9,0.19,1.07
4267.05,0.27,0.62
3298.52,0.26,0.66
3798.21,0.28,0.68
93.41,0.18,1.11
347.36,0.15,1.13
312.99,0.19,0.96
2932.56,0.27,0.77
893.46,0.19,0.77
154.11,0.19,1.08
1467.81,0.2,0.88
1018.86,0.19,0.86
1132.43,0.17,1
135.12,0.15,1.09
3700.18,0.24,0.46
2722.42,0.24,0.87
798.07,0.18,1
2295.3,0.24,0.76
27.99,0.18,1.25
131.86,0.14,1.26
111.56,0.13,1.34
117.08,0.14,1.22
2280,0.25,0.71
1453.35,0.23,0.69
1025.55,0.19,0.91
127.81,0.14,1.29
365.2,0.15,1.13
36.72,0.16,1.32
2727.4,0.26,0.64
4897.69,0.27,0.67
267.15,0.16,1.02
30.93,0.13,1.35
2452.83,0.22,0.76
1245.46,0.23,0.86
986.48,0.19,0.94
343.88,0.16,1.12
1990.7,0.27,0.58
377.3,0.14,1.29
3836.34,0.27,0.62
646.06,0.16,1.1
134.85,0.12,1.31
241.61,0.16,1.24
3222.45,0.23,0.71
920.06,0.23,0.94
3012.16,0.21,0.76
28.42,0.16,1.37
1144.89,0.19,0.87
1058.25,0.2,0.87
647.3,0.2,0.96
202.46,0.15,1.13
723,0.22,0.89
948.29,0.21,0.9
4893.78,0.25,0.65
1684.14,0.23,0.78
1366.79,0.2,1.11
863.3,0.18,1.01
1160.64,0.21,0.86
2676.9,0.22,0.84
310.69,0.16,1.11
433.14,0.22,0.88
215.94,0.25,0.86
1446.26,0.23,0.86
2262.93,0.19,0.78
150.8,0.2,1.14
520.07,0.22,0.94
117.64,0.17,1.26
4990.55,0.28,0.53
252.72,0.2,1.02
3818.8,0.24,0.72
233.86,0.19,1.05
2545.71,0.21,1.02
4850.06,0.25,0.58
1339.37,0.19,0.91
3101.57,0.21,0.74
1126.98,0.23,1.07
3635.13,0.25,0.65
298.88,0.17,1.12
840.97,0.21,0.95
264.11,0.15,1.11
3498.89,0.24,0.69
747.1,0.24,0.86
336.65,0.16,1.16
21.25,0.17,1.23
996.9,0.17,0.98
343.58,0.16,1.17
96.32,0.15,1.21
367.18,0.2,0.95
892.3,0.19,0.92
27.98,0.14,1.34
398.36,0.23,0.98
2005.94,0.2,0.87
2617.49,0.26,0.75
98.26,0.17,1.14
40.36,0.16,1.26
2495.61,0.28,0.59
381,0.22,0.86
287.82,0.15,1.1
255.34,0.16,1.13
4245.87,0.26,0.57
916.96,0.19,0.93
233.27,0.19,1.06
49.39,0.18,1.21
244.43,0.14,1.2
2565.7,0.26,0.75
2816.49,0.25,0.69
1528.91,0.24,0.88
382.56,0.2,0.99
2850.37,0.19,0.83
753.82,0.22,0.9
307.12,0.16,1.11
4096.95,0.25,0.63
840.09,0.17,0.94
1131.1,0.16,1.15
502.03,0.21,0.94
929.32,0.21,0.82
272.4,0.2,1.03
551.64,0.17,1
3332.73,0.25,0.77
481.38,0.21,1.03
1023.88,0.23,0.89
2569.67,0.24,0.67
602.43,0.2,0.98
1378.86,0.25,0.9
147.14,0.16,1.22
731.19,0.24,0.88
762.53,0.2,0.93
1298.45,0.2,0.88
87.07,0.18,1.17
229.65,0.21,0.96
3926.76,0.29,0.73
2493.68,0.25,0.65
614.27,0.22,0.92
1005.89,0.18,0.94
591.32,0.16,0.99
280.47,0.18,1.08
1394.41,0.17,1.23
278.27,0.2,1
312.15,0.16,1.12
4064.25,0.27,0.68
1223.77,0.18,0.94
38.49,0.16,1.29
1485.02,0.23,0.78
2392.18,0.23,0.73
2556.22,0.21,0.79
1403.21,0.22,0.85
3624.56,0.25,0.67
81.37,0.12,1.26
357.86,0.17,1.08
2712.74,0.25,0.59
3232.98,0.25,0.68
1774.86,0.26,0.72
2903.14,0.26,0.68
3109.3,0.19,0.81
3076.13,0.19,0.83
910.64,0.26,0.75
326.18,0.16,1.08
1445.7,0.23,0.86
109.72,0.14,1.27
1124.15,0.21,0.96
4623.1,0.28,0.71
2956.96,0.27,0.74
314.92,0.17,1.07
867.53,0.23,0.89
126.36,0.17,1.08
4144.99,0.25,0.73
3004.69,0.27,0.67
3181.63,0.23,0.76
151.8,0.16,1.18
2029.21,0.26,0.59
2997.75,0.27,0.63
3156.22,0.24,0.71
323.65,0.15,1.15
90.46,0.17,1.13
2745.58,0.21,0.84
3026.03,0.27,0.76
705.97,0.23,0.84
128.34,0.15,1.26
962.12,0.19,0.95
205.94,0.18,1.05
258.4,0.22,0.9
3288.11,0.25,0.69
1030.12,0.24,0.86
909.4,0.2,1
377.17,0.21,0.95
106.04,0.15,1.26
102.86,0.12,1.37
359.88,0.15,1.12
180.08,0.18,1.03
175.88,0.19,1.15
1036.03,0.19,1
4396.86,0.27,0.57
22.3,0.14,1.34
1165.02,0.21,0.89
139.07,0.16,1.07
315.78,0.15,1.15
235.39,0.13,1.18
2850.03,0.25,0.69
2525.79,0.29,0.67
1040.96,0.22,1.01
94.87,0.18,1.1
2212.96,0.24,0.73
1434.15,0.22,0.82
174.74,0.17,1.15
3076.88,0.23,0.65
332.44,0.19,1.07
2568.36,0.2,0.73
2288.24,0.24,0.72
3801.59,0.28,0.63
759.7,0.2,0.94
1242.51,0.17,0.91
624.74,0.23,0.87
1346.69,0.18,0.83
507.81,0.19,1.02
279.21,0.17,0.93
1461.96,0.27,0.7
1462.89,0.22,0.86
142.19,0.19,1.1
3141.08,0.24,0.7
115.99,0.16,1.28
3280.22,0.27,0.5
2342.69,0.28,0.64
3017.48,0.23,0.74
964.67,0.2,0.9
